transaction_id,amount,method,payment_date,trip_id,client_id
650,762675.24,card,2025-03-21,27,321
651,86779.7,crypto,2025-01-27,57,322
652,50014.27,crypto,2024-08-19,46,323
653,390198.65,transfer,2024-12-28,84,323
654,389798.58,crypto,2025-01-25,1,324
655,232140.5,crypto,2025-03-18,97,324
656,85365.21,crypto,2024-06-24,47,325
657,232140.5,card,2025-05-12,97,325
658,131496.52,card,2025-03-02,32,325
659,131496.52,crypto,2025-04-03,32,326
660,425116.58,crypto,2025-03-11,15,327
661,148704.71,transfer,2025-04-11,8,327
662,366341.88,card,2024-12-01,71,327
663,50014.27,card,2025-06-12,46,328
664,518566.15,transfer,2025-03-18,28,329
665,232140.5,card,2025-01-04,97,329
666,2781929.0,card,2024-09-21,42,330
667,25377.31,transfer,2024-09-29,30,331
668,36224.94,crypto,2025-06-15,85,332
669,276118.3,card,2025-01-08,65,333
670,93317.63,crypto,2024-10-30,88,333
671,125264.43,transfer,2024-10-05,54,334
672,244794.12,card,2024-10-31,79,334
673,257823.53,crypto,2025-02-24,69,334
674,90021.9,card,2025-04-28,76,335
675,56039.73,card,2025-04-08,6,336
676,86779.7,card,2024-09-15,57,337
677,1144661.1,crypto,2024-08-21,12,337
678,273358.56,transfer,2025-01-08,56,337
679,163814.94,card,2024-12-31,19,338
680,299010.94,crypto,2024-11-14,49,339
681,762675.24,transfer,2024-07-06,27,339
682,30719.42,crypto,2025-05-01,72,340
683,244794.12,transfer,2025-04-08,79,340
684,422562.0,card,2025-03-07,33,341
685,30719.42,card,2025-05-03,72,341
686,79251.34,transfer,2025-05-24,3,341
687,163814.94,crypto,2025-04-02,19,342
688,415696.86,crypto,2024-12-24,95,342
689,376300.87,crypto,2024-10-13,93,342
690,25377.31,card,2024-10-06,30,343
691,129029.38,card,2025-01-26,4,343
692,257823.53,card,2024-07-31,69,344
693,81855.4,card,2024-11-26,22,345
694,267287.33,transfer,2025-04-02,20,345
695,4299483.75,crypto,2024-08-03,13,346
696,112535.94,crypto,2024-07-09,55,346
697,346010.59,crypto,2024-10-20,41,346
698,3669048.07,crypto,2024-11-30,34,347
699,166990.49,card,2024-07-26,91,348
700,276118.3,card,2024-08-15,65,348
701,129029.38,transfer,2024-10-06,4,348
702,261767.27,card,2024-10-10,40,349
703,273358.56,transfer,2024-09-29,56,349
704,3669048.07,card,2025-06-04,34,349
705,1905649.15,transfer,2024-08-06,29,350
706,1057243.7,transfer,2025-02-27,50,350
707,82005.86,crypto,2024-10-24,80,350
708,1054189.91,crypto,2025-01-10,24,351
709,533244.54,crypto,2024-12-08,48,351
710,2781929.0,transfer,2025-04-11,42,351
711,139687.94,card,2024-08-11,68,352
712,244794.12,transfer,2024-12-01,79,352
713,422562.0,card,2024-08-09,33,352
714,244794.12,card,2025-01-30,79,353
715,155232.06,card,2025-03-27,11,354
716,193822.45,card,2024-09-09,5,354
717,93285.58,transfer,2025-05-01,58,354
718,112535.94,card,2025-02-01,55,355
719,390198.65,transfer,2025-03-28,84,355
720,24676.73,transfer,2025-05-04,94,355
721,139687.94,crypto,2025-01-20,68,356
722,268872.84,crypto,2025-02-18,86,356
723,129029.38,crypto,2024-08-22,4,356
724,90021.9,card,2025-02-08,76,357
725,422562.0,card,2025-02-23,33,358
726,609677.95,card,2024-10-26,18,359
727,334367.45,card,2024-08-26,25,359
728,762675.24,transfer,2024-09-03,27,360
729,2763839.79,transfer,2025-02-05,14,360
730,24676.73,transfer,2024-07-07,94,360
731,193822.45,transfer,2024-10-08,5,361
732,58991.5,crypto,2024-08-02,2,362
733,113798.86,crypto,2025-03-01,37,362
734,55828.65,crypto,2024-09-09,92,363
735,166990.49,crypto,2025-02-16,91,364
736,140846.04,crypto,2025-01-19,44,365
737,209298.96,card,2025-01-12,78,365
738,198966.34,transfer,2024-11-11,77,366
739,93317.63,crypto,2024-09-14,88,366
740,114325.32,card,2024-09-11,89,366
741,299010.94,transfer,2025-05-14,49,367
742,216984.4,transfer,2025-03-24,31,367
743,3669048.07,transfer,2025-04-16,34,367
744,176937.71,crypto,2025-05-25,87,368
745,90021.9,transfer,2024-08-08,76,368
746,93696.13,transfer,2025-05-06,67,368
747,533244.54,card,2024-11-19,48,369
748,232140.5,crypto,2024-09-02,97,369
749,50014.27,card,2025-02-05,46,369
750,113798.86,card,2024-12-08,37,370
751,209298.96,transfer,2025-04-18,78,370
752,1794990.64,transfer,2024-11-09,81,370
753,114325.32,card,2025-05-22,89,371
754,193822.45,card,2025-04-24,5,371
755,193822.45,card,2024-10-18,5,372
756,76051.12,transfer,2024-06-21,9,373
757,139687.94,crypto,2025-01-19,68,374
758,155232.06,crypto,2024-11-13,11,374
759,2781929.0,transfer,2025-04-04,42,374
760,457302.36,card,2025-04-08,26,375
761,1144661.1,crypto,2024-10-07,12,375
762,261767.27,card,2025-06-09,40,375
763,499118.91,crypto,2025-06-09,52,376
764,267287.33,card,2025-06-12,20,376
765,389798.58,crypto,2025-03-02,1,376
766,245923.82,card,2024-07-20,7,377
767,181747.73,card,2025-01-16,51,377
768,267551.59,card,2024-09-30,43,378
769,425116.58,card,2024-07-27,15,378
770,166990.49,transfer,2024-07-29,91,379
771,232140.5,card,2024-12-26,97,380
772,61492.09,card,2024-09-30,59,380
773,193822.45,card,2025-06-05,5,380
774,425270.84,card,2024-06-23,90,381
775,56039.73,crypto,2025-04-08,6,382
776,267551.59,crypto,2024-11-14,43,382
777,114325.32,transfer,2024-06-17,89,382
778,245923.82,crypto,2025-01-21,7,383
779,244794.12,card,2025-02-27,79,383
780,148704.71,transfer,2024-11-23,8,383
781,209298.96,crypto,2025-02-18,78,384
782,47521.31,transfer,2024-09-06,96,384
783,716041.2,card,2025-05-13,60,384
784,268872.84,card,2025-02-26,86,385
785,193822.45,transfer,2024-10-31,5,385
786,425270.84,crypto,2025-01-11,90,386
787,81855.4,crypto,2024-07-03,22,386
788,131496.52,transfer,2025-05-12,32,387
789,261767.27,transfer,2025-04-16,40,388
790,81855.4,crypto,2024-12-21,22,388
791,153678.95,transfer,2025-05-03,73,388
792,193822.45,transfer,2025-04-12,5,389
793,125264.43,card,2025-02-11,54,390
794,25377.31,transfer,2024-06-25,30,391
795,425116.58,transfer,2025-04-10,15,391
796,86779.7,crypto,2025-01-25,57,392
797,499563.8,card,2024-12-27,75,393
798,79251.34,transfer,2025-05-16,3,393
799,129029.38,card,2024-10-09,4,394
800,335619.82,card,2025-04-15,53,394
801,2763839.79,transfer,2025-04-10,14,395
802,47521.31,transfer,2025-03-19,96,395
803,346010.59,transfer,2025-03-27,41,395
804,176937.71,crypto,2025-06-02,87,396
805,494346.74,transfer,2024-12-15,66,397
806,1144661.1,transfer,2024-07-25,12,397
807,181770.3,transfer,2024-09-18,63,398
808,716041.2,card,2024-10-12,60,399
809,36224.94,transfer,2024-10-07,85,399
810,89984.51,transfer,2025-02-25,10,400
811,499118.91,crypto,2025-01-20,52,400
812,58991.5,transfer,2024-08-18,2,400
813,82005.86,transfer,2024-12-08,80,401
814,335619.82,card,2024-10-25,53,402
815,2781929.0,transfer,2025-01-15,42,403
816,425270.84,crypto,2025-01-08,90,403
817,242111.56,crypto,2024-12-18,21,403
818,153678.95,card,2024-09-30,73,404
819,89984.51,transfer,2024-09-08,10,404
820,50014.27,crypto,2025-02-08,46,404
821,79251.34,card,2025-06-04,3,405
822,389798.58,transfer,2024-08-21,1,405
823,47521.31,transfer,2024-07-29,96,406
824,1905649.15,card,2024-10-09,29,407
825,324939.73,card,2024-07-07,62,407
826,81855.4,transfer,2024-11-14,22,408
827,90021.9,crypto,2024-12-27,76,408
828,307456.34,crypto,2024-10-31,64,408
829,90021.9,crypto,2025-03-02,76,409
830,314814.14,transfer,2024-06-23,39,409
831,518566.15,crypto,2024-11-18,28,409
832,1057243.7,crypto,2025-03-19,50,410
833,131496.52,card,2025-04-13,32,410
834,181770.3,transfer,2024-08-29,63,411
835,155232.06,card,2024-12-18,11,411
836,494346.74,card,2024-12-16,66,412
837,267287.33,card,2024-12-26,20,413
838,56039.73,card,2025-05-26,6,413
839,762675.24,crypto,2025-01-08,27,414
840,89984.51,crypto,2025-01-29,10,415
841,86779.7,transfer,2025-06-11,57,416
842,125264.43,crypto,2024-07-16,54,416
843,232140.5,transfer,2025-04-25,97,417
844,148704.71,card,2025-04-08,8,418
845,56039.73,card,2024-08-25,6,418
846,609677.95,crypto,2025-02-15,18,418
847,181747.73,crypto,2025-03-20,51,419
848,4774754.74,card,2025-04-20,23,420
849,216984.4,card,2024-11-07,31,420
850,155232.06,crypto,2024-10-28,11,421
851,261767.27,transfer,2025-03-30,40,422
852,4636516.55,crypto,2025-03-01,16,422
853,425270.84,transfer,2025-05-10,90,423
854,131496.52,card,2024-07-02,32,424
855,276118.3,crypto,2025-06-07,65,424
856,93317.63,card,2024-12-03,88,424
857,276118.3,card,2025-04-26,65,425
858,46552.26,card,2024-10-15,61,425
859,487656.91,card,2024-10-18,17,426
860,81855.4,transfer,2025-02-15,22,426
861,4774754.74,card,2024-12-14,23,427
862,244794.12,card,2025-02-17,79,427
863,487656.91,crypto,2024-10-15,17,427
864,50014.27,crypto,2024-08-15,46,428
865,93317.63,card,2025-01-20,88,429
866,114325.32,transfer,2024-11-26,89,430
867,376300.87,transfer,2025-01-01,93,431
868,267551.59,transfer,2025-06-04,43,431
869,85365.21,card,2024-08-25,47,432
870,93696.13,transfer,2024-07-10,67,432
871,25377.31,crypto,2024-08-01,30,433
872,422562.0,crypto,2025-04-30,33,433
873,1794990.64,transfer,2025-05-03,81,433
874,176937.71,crypto,2025-05-25,87,434
875,30719.42,transfer,2025-05-17,72,434
876,390198.65,card,2025-04-08,84,435
877,4636516.55,crypto,2024-09-10,16,435
878,90021.9,card,2025-03-02,76,435
879,257823.53,crypto,2024-10-17,69,436
880,334367.45,card,2025-05-26,25,436
881,16097.48,card,2024-09-05,83,436
882,457302.36,crypto,2024-08-23,26,437
883,3669048.07,transfer,2024-07-08,34,438
884,762675.24,crypto,2024-10-03,27,438
885,314814.14,crypto,2024-06-22,39,439
886,181747.73,card,2024-12-23,51,439
887,193822.45,transfer,2024-11-04,5,439
888,247647.99,transfer,2025-02-18,74,440
889,1144661.1,crypto,2024-06-18,12,440
890,30719.42,card,2025-03-05,72,440
891,76051.12,crypto,2025-06-17,9,441
892,114325.32,card,2025-06-01,89,441
893,216984.4,card,2024-12-11,31,442
894,457302.36,crypto,2025-06-17,26,443
895,533244.54,transfer,2024-08-01,48,443
896,55828.65,transfer,2025-02-15,92,443
897,245923.82,crypto,2024-09-25,7,444
898,1794990.64,transfer,2024-11-30,81,444
899,76051.12,crypto,2025-05-10,9,445
900,261767.27,transfer,2024-11-06,40,445
901,307456.34,transfer,2024-07-24,64,445
902,244794.12,crypto,2024-07-24,79,446
903,93317.63,crypto,2024-11-02,88,446
904,2137969.3,crypto,2024-12-26,35,447
905,232140.5,card,2024-10-11,97,448
906,335619.82,crypto,2025-01-03,53,448
907,81855.4,card,2025-01-02,22,448
908,499563.8,crypto,2025-01-26,75,449
909,61492.09,transfer,2024-12-17,59,450
910,3669048.07,crypto,2025-02-24,34,451
911,155232.06,crypto,2025-03-05,11,451
912,499563.8,card,2024-09-17,75,451
913,2781929.0,card,2024-09-22,42,452
914,314814.14,transfer,2024-09-26,39,453
915,30719.42,transfer,2024-12-11,72,454
916,25377.31,card,2024-10-15,30,454
917,47521.31,card,2025-03-24,96,455
918,50014.27,transfer,2025-03-24,46,455
919,3669048.07,transfer,2025-03-11,34,455
920,89984.51,transfer,2024-07-04,10,456
921,181770.3,transfer,2025-06-11,63,456
922,261767.27,transfer,2024-11-05,40,456
923,346010.59,transfer,2024-10-11,41,457
924,273358.56,transfer,2024-07-11,56,458
925,112535.94,transfer,2025-02-12,55,458
926,232140.5,crypto,2024-06-21,97,459
927,242111.56,card,2025-02-12,21,459
928,245923.82,crypto,2024-06-30,7,460
929,376300.87,transfer,2024-09-23,93,460
930,181770.3,transfer,2025-05-15,63,460
931,129029.38,crypto,2024-07-05,4,461
932,114325.32,transfer,2024-10-18,89,462
933,267287.33,card,2025-01-21,20,463
934,90021.9,card,2024-11-03,76,464
935,232140.5,transfer,2024-11-01,97,464
936,55828.65,transfer,2024-09-08,92,464
937,299010.94,crypto,2024-07-22,49,465
938,139687.94,crypto,2024-10-24,68,465
939,487656.91,crypto,2024-09-27,17,466
940,389798.58,transfer,2024-06-28,1,467
941,244794.12,transfer,2025-02-17,79,467
942,46552.26,card,2025-03-01,61,468
943,209298.96,transfer,2024-12-14,78,468
944,166990.49,transfer,2024-10-16,91,469
945,93285.58,crypto,2025-04-17,58,470
946,457302.36,crypto,2025-06-16,26,471
947,389798.58,crypto,2024-06-28,1,471
948,415696.86,card,2025-01-09,95,472
949,178781.4,crypto,2025-03-12,38,472
950,422562.0,transfer,2024-12-03,33,472
951,90021.9,transfer,2024-12-09,76,473
952,257823.53,crypto,2025-01-31,69,473
953,55828.65,card,2024-12-23,92,473
954,335619.82,card,2024-10-15,53,474
955,86779.7,card,2025-03-22,57,475
956,93317.63,card,2024-10-26,88,475
957,79251.34,card,2025-02-18,3,476
958,181770.3,card,2024-11-01,63,477
959,112535.94,transfer,2024-12-24,55,477
960,415696.86,transfer,2025-06-12,95,477
961,93696.13,crypto,2024-08-23,67,478
962,487656.91,crypto,2024-12-29,17,479
963,261767.27,transfer,2025-01-03,40,479
964,58991.5,card,2024-08-22,2,479
965,181747.73,transfer,2024-11-01,51,480
966,487656.91,card,2024-09-14,17,480
967,79251.34,transfer,2025-05-16,3,480
968,1054189.91,crypto,2025-01-10,24,481
969,79251.34,crypto,2025-01-13,3,482
970,178781.4,crypto,2025-05-12,38,482
971,276118.3,transfer,2024-07-03,65,482
972,335619.82,crypto,2025-05-31,53,483
973,3669048.07,crypto,2024-10-14,34,483
974,346010.59,crypto,2025-03-04,41,484
975,533244.54,crypto,2024-11-19,48,484
976,307456.34,crypto,2024-07-30,64,485
977,324939.73,card,2024-09-08,62,485
978,25377.31,card,2024-10-31,30,485
979,2137969.3,transfer,2025-04-11,35,486
980,131496.52,transfer,2024-09-02,32,487
981,140846.04,transfer,2025-05-13,44,487
982,494346.74,crypto,2024-06-21,66,488
983,389798.58,card,2025-05-20,1,489
984,457302.36,crypto,2024-10-19,26,489
985,499563.8,transfer,2025-04-17,75,490
986,2763839.79,card,2024-11-04,14,491
987,2137969.3,card,2025-06-13,35,491
988,523809.7,crypto,2025-02-14,82,491
989,324939.73,transfer,2024-06-24,62,492
990,242111.56,transfer,2024-07-04,21,492
991,125264.43,transfer,2025-05-21,54,492
992,1144661.1,crypto,2025-05-02,12,493
993,131496.52,card,2025-05-26,32,494
994,112535.94,transfer,2025-03-16,55,495
995,247647.99,crypto,2025-03-01,74,495
996,609677.95,card,2024-12-14,18,495
997,1794990.64,crypto,2024-08-15,81,496
998,181770.3,transfer,2025-01-29,63,497
999,47521.31,crypto,2025-04-01,96,497
1000,178781.4,crypto,2025-03-19,38,498
1001,93696.13,crypto,2024-07-25,67,498
1002,4299483.75,crypto,2024-06-27,13,499
1003,153678.95,card,2025-02-23,73,499
1004,93285.58,crypto,2025-02-11,58,500
1005,30719.42,card,2025-03-29,72,500
1006,16097.48,card,2025-03-12,83,500
1007,30719.42,card,2025-05-18,72,501
1008,244794.12,card,2025-01-31,79,501
1009,415696.86,transfer,2024-07-14,95,502
1010,762675.24,crypto,2024-09-24,27,502
1011,273358.56,transfer,2025-05-02,56,503
1012,114325.32,transfer,2024-06-20,89,503
1013,257823.53,crypto,2025-04-24,69,503
1014,244794.12,crypto,2024-09-12,79,504
1015,139687.94,crypto,2024-06-22,68,504
1016,193822.45,transfer,2025-04-24,5,505
1017,61492.09,card,2024-07-21,59,505
1018,166990.49,transfer,2025-05-23,91,506
1019,89984.51,transfer,2025-03-13,10,506
1020,268872.84,transfer,2025-04-07,86,506
1021,457302.36,card,2025-06-13,26,507
1022,181770.3,transfer,2024-07-22,63,507
1023,299010.94,transfer,2025-04-26,49,507
1024,314814.14,card,2024-11-06,39,508
1025,523809.7,crypto,2025-04-10,82,509
1026,193822.45,crypto,2025-03-22,5,509
1027,93696.13,crypto,2024-09-06,67,509
1028,139687.94,transfer,2025-05-17,68,510
1029,346010.59,transfer,2024-08-30,41,510
1030,181747.73,transfer,2025-03-28,51,511
1031,1057243.7,crypto,2024-07-18,50,511
1032,113798.86,card,2024-09-09,37,511
1033,2137969.3,card,2025-04-01,35,512
1034,716041.2,transfer,2025-06-05,60,512
1035,166990.49,crypto,2025-04-05,91,513
1036,257823.53,card,2024-10-26,69,513
1037,89984.51,crypto,2024-09-22,10,513
1038,79251.34,crypto,2024-09-07,3,514
1039,163814.94,card,2025-01-17,19,514
1040,232140.5,crypto,2024-12-04,97,514
1041,247647.99,crypto,2025-01-15,74,515
1042,181747.73,transfer,2025-04-09,51,515
1043,389798.58,crypto,2024-12-28,1,516
1044,140846.04,card,2025-02-02,44,516
1045,1057243.7,card,2024-11-07,50,517
1046,193822.45,crypto,2024-10-22,5,518
1047,93696.13,transfer,2024-09-25,67,519
1048,166990.49,crypto,2025-03-25,91,519
1049,55828.65,crypto,2024-07-08,92,519
1050,314814.14,card,2025-01-17,39,520
1051,190647.86,card,2024-12-04,70,520
1052,46552.26,transfer,2024-07-13,61,521
1053,198966.34,transfer,2024-09-14,77,521
1054,114325.32,transfer,2024-11-01,89,522
1055,113798.86,card,2024-07-26,37,523
1056,716041.2,card,2024-12-29,60,524
1057,47521.31,transfer,2025-03-17,96,524
1058,324939.73,crypto,2025-03-16,62,525
1059,190647.86,crypto,2025-01-25,70,526
1060,153678.95,card,2025-04-11,73,526
1061,89984.51,transfer,2024-10-19,10,527
1062,125264.43,crypto,2024-10-28,54,527
1063,73664.99,transfer,2024-11-18,36,527
1064,30719.42,card,2024-11-01,72,528
1065,242111.56,crypto,2024-11-13,21,528
1066,216984.4,crypto,2024-09-30,31,528
1067,56039.73,crypto,2025-05-03,6,529
1068,716041.2,transfer,2024-10-27,60,530
1069,193822.45,crypto,2024-11-01,5,530
1070,153678.95,transfer,2025-05-10,73,530
1071,494346.74,crypto,2025-06-13,66,531
1072,523809.7,transfer,2025-03-12,82,531
1073,299010.94,transfer,2024-07-10,49,531
1074,24676.73,crypto,2024-07-04,94,532
1075,73664.99,crypto,2024-12-11,36,532
1076,4636516.55,transfer,2024-11-19,16,533
1077,79251.34,transfer,2025-05-22,3,533
1078,299010.94,card,2025-03-12,49,534
1079,129029.38,card,2025-06-03,4,534
1080,73664.99,crypto,2024-06-26,36,534
1081,113798.86,transfer,2025-01-09,37,535
1082,181770.3,card,2024-07-01,63,535
1083,762675.24,crypto,2025-04-21,27,536
1084,89984.51,transfer,2025-05-06,10,537
1085,1057243.7,transfer,2024-08-30,50,537
1086,129029.38,crypto,2024-08-30,4,538
1087,3669048.07,transfer,2024-08-07,34,539
1088,81855.4,card,2024-07-05,22,539
1089,36224.94,crypto,2025-06-15,85,539
1090,487656.91,transfer,2024-09-11,17,540
1091,93696.13,crypto,2025-03-17,67,540
1092,93285.58,crypto,2025-01-26,58,541
1093,50014.27,crypto,2025-06-02,46,541
1094,73664.99,crypto,2024-10-22,36,542
1095,55828.65,card,2025-06-02,92,542
1096,86779.7,transfer,2025-01-05,57,542
1097,523809.7,card,2025-03-08,82,543
1098,518566.15,card,2024-12-22,28,543
1099,609677.95,crypto,2025-03-11,18,543
1100,2781929.0,card,2025-05-28,42,544
1101,46552.26,crypto,2025-01-14,61,545
1102,155232.06,crypto,2025-03-12,11,545
1103,82005.86,card,2025-02-26,80,545
1104,216984.4,card,2024-06-28,31,546
1105,245923.82,crypto,2025-04-01,7,546
1106,79251.34,crypto,2025-05-28,3,547
1107,244794.12,card,2024-11-21,79,548
1108,148704.71,crypto,2025-04-24,8,549
1109,346010.59,card,2025-02-06,41,550
1110,334367.45,card,2024-08-15,25,550
1111,193822.45,card,2024-08-25,5,551
1112,346010.59,transfer,2024-08-04,41,551
1113,4774754.74,crypto,2025-05-08,23,552
1114,232140.5,transfer,2024-12-14,97,552
1115,245923.82,crypto,2024-07-09,7,552
1116,457302.36,crypto,2024-10-14,26,553
1117,346010.59,card,2025-03-01,41,554
1118,1054189.91,crypto,2025-06-14,24,554
1119,47521.31,transfer,2024-10-17,96,555
1120,90021.9,card,2024-08-24,76,556
1121,112535.94,transfer,2025-02-01,55,556
1122,24676.73,transfer,2025-04-01,94,556
1123,86779.7,card,2024-11-04,57,557
1124,79251.34,crypto,2025-03-01,3,557
1125,30719.42,card,2024-10-22,72,558
1126,2781929.0,transfer,2025-03-12,42,559
1127,242111.56,transfer,2025-04-24,21,559
1128,46552.26,card,2025-05-20,61,560
1129,1144661.1,transfer,2024-09-21,12,560
1130,244794.12,card,2025-04-04,79,561
1131,16097.48,crypto,2024-10-09,83,561
1132,1905649.15,crypto,2025-02-11,29,561
1133,1054189.91,transfer,2025-04-29,24,562
1134,140846.04,crypto,2025-01-15,44,562
1135,232140.5,crypto,2025-01-20,97,563
1136,247647.99,transfer,2024-08-14,74,563
1137,46552.26,card,2024-08-11,61,564
1138,163814.94,transfer,2024-08-30,19,564
1139,457302.36,transfer,2024-11-16,26,565
1140,762675.24,crypto,2024-11-27,27,565
1141,425116.58,crypto,2025-05-21,15,566
1142,93317.63,card,2025-02-14,88,566
1143,112535.94,crypto,2025-01-16,55,567
1144,1794990.64,transfer,2025-04-11,81,567
1145,415696.86,transfer,2025-03-20,95,567
1146,139687.94,transfer,2024-11-26,68,568
1147,163814.94,card,2025-04-29,19,568
1148,139687.94,transfer,2024-06-18,68,569
1149,1057243.7,card,2024-10-04,50,570
1150,268872.84,crypto,2024-12-26,86,570
1151,56039.73,transfer,2024-11-30,6,571
1152,30719.42,crypto,2025-02-13,72,572
1153,190647.86,crypto,2025-02-02,70,572
1154,216984.4,transfer,2025-04-30,31,573
1155,2763839.79,crypto,2024-06-28,14,574
1156,163814.94,crypto,2025-05-02,19,574
1157,242111.56,transfer,2024-09-09,21,574
1158,1057243.7,crypto,2024-10-20,50,575
1159,55828.65,transfer,2024-08-15,92,576
1160,30719.42,crypto,2025-05-12,72,576
1161,533244.54,crypto,2025-02-13,48,577
1162,3669048.07,crypto,2025-04-25,34,578
1163,533244.54,crypto,2025-01-20,48,578
1164,422562.0,card,2024-08-18,33,578
1165,1054189.91,card,2024-10-09,24,579
1166,390198.65,crypto,2024-12-17,84,579
1167,112535.94,card,2024-10-13,55,579
1168,518566.15,card,2025-05-09,28,580
1169,58991.5,crypto,2025-04-20,2,581
1170,131496.52,transfer,2025-06-15,32,581
1171,425116.58,card,2025-01-01,15,582
1172,139687.94,card,2024-08-06,68,582
1173,198966.34,crypto,2025-04-22,77,583
1174,533244.54,crypto,2024-08-19,48,583
1175,523809.7,card,2025-06-10,82,584
1176,425116.58,transfer,2025-05-02,15,584
1177,533244.54,transfer,2025-06-14,48,584
1178,716041.2,crypto,2025-03-17,60,585
1179,81855.4,crypto,2025-01-16,22,585
1180,2763839.79,crypto,2025-03-03,14,585
1181,114325.32,card,2025-06-06,89,586
1182,16097.48,transfer,2025-05-09,83,586
1183,390198.65,transfer,2024-10-28,84,587
1184,533244.54,crypto,2024-07-14,48,587
1185,2781929.0,card,2025-01-30,42,587
1186,114325.32,crypto,2025-05-30,89,588
1187,389798.58,crypto,2024-12-11,1,588
1188,716041.2,crypto,2024-12-04,60,588
1189,198966.34,crypto,2025-04-13,77,589
1190,518566.15,card,2024-08-22,28,589
1191,58991.5,crypto,2024-07-04,2,589
1192,499118.91,transfer,2024-10-07,52,590
1193,4299483.75,card,2024-08-13,13,590
1194,334367.45,card,2025-03-18,25,590
1195,198966.34,transfer,2025-06-11,77,591
1196,190647.86,transfer,2025-03-16,70,591
1197,193822.45,card,2025-03-12,5,591
1198,138674.18,card,2024-07-01,45,592
1199,166990.49,crypto,2025-04-16,91,592
1200,193822.45,card,2024-09-04,5,593
1201,73664.99,transfer,2024-09-16,36,594
1202,25377.31,transfer,2024-11-25,30,594
1203,2763839.79,card,2025-04-29,14,595
1204,2781929.0,transfer,2024-08-18,42,595
1205,166990.49,transfer,2024-09-06,91,596
1206,346010.59,crypto,2025-05-31,41,596
1207,4636516.55,crypto,2024-12-22,16,597
1208,181747.73,crypto,2025-02-20,51,597
1209,389798.58,crypto,2025-04-26,1,598
1210,1905649.15,crypto,2025-03-19,29,598
1211,153678.95,card,2024-07-19,73,598
1212,499563.8,crypto,2025-03-24,75,599
1213,125264.43,crypto,2024-12-05,54,600
1214,324939.73,crypto,2024-12-25,62,600
1215,76051.12,transfer,2025-04-21,9,600
1216,93285.58,card,2024-12-20,58,601
1217,762675.24,card,2024-07-30,27,601
1218,267551.59,card,2025-03-20,43,602
1219,79251.34,crypto,2024-08-19,3,602
1220,181770.3,card,2024-11-27,63,602
1221,30719.42,transfer,2025-01-08,72,603
1222,242111.56,card,2024-12-12,21,603
1223,457302.36,transfer,2024-08-03,26,603
1224,487656.91,transfer,2024-11-25,17,604
1225,61492.09,transfer,2024-09-10,59,604
1226,81855.4,transfer,2024-07-11,22,604
1227,1905649.15,card,2025-03-10,29,605
1228,2781929.0,crypto,2025-05-15,42,605
1229,389798.58,card,2025-04-12,1,606
1230,1794990.64,card,2024-08-02,81,606
1231,131496.52,crypto,2025-04-23,32,607
1232,155232.06,transfer,2025-04-28,11,607
1233,138674.18,transfer,2024-10-24,45,607
1234,85365.21,crypto,2024-12-27,47,608
1235,24676.73,card,2025-03-05,94,608
1236,366341.88,card,2024-08-23,71,609
1237,457302.36,card,2024-09-22,26,609
1238,415696.86,crypto,2024-09-25,95,609
1239,425270.84,crypto,2025-03-17,90,610
1240,47521.31,transfer,2025-01-16,96,610
1241,16097.48,transfer,2024-11-29,83,610
1242,1054189.91,card,2025-04-04,24,611
1243,1905649.15,transfer,2025-05-17,29,612
1244,79251.34,transfer,2024-08-14,3,612
1245,178781.4,transfer,2024-10-08,38,613
1246,209298.96,card,2024-08-24,78,613
1247,50014.27,transfer,2025-03-09,46,613
1248,487656.91,card,2025-02-17,17,614
1249,114325.32,crypto,2025-01-09,89,614
1250,47521.31,card,2025-05-28,96,614
1251,46552.26,crypto,2024-11-22,61,615
1252,114325.32,card,2024-12-13,89,616
1253,609677.95,card,2025-04-25,18,616
1254,457302.36,crypto,2025-05-23,26,616
1255,148704.71,card,2024-09-10,8,617
1256,55828.65,transfer,2025-02-01,92,617
1257,390198.65,crypto,2025-01-13,84,618
1258,129029.38,transfer,2025-04-01,4,619
1259,4299483.75,card,2025-02-25,13,620
1260,244794.12,transfer,2024-10-06,79,621
1261,247647.99,transfer,2024-09-13,74,622
1262,1057243.7,transfer,2025-03-03,50,622
1263,276118.3,card,2024-09-03,65,623
1264,4299483.75,card,2025-02-14,13,623
1265,166990.49,crypto,2025-04-25,91,623
1266,335619.82,card,2024-10-05,53,624
1267,267551.59,card,2025-01-01,43,625
1268,216984.4,card,2024-12-27,31,626
1269,4636516.55,card,2024-07-10,16,626
1270,55828.65,crypto,2024-09-15,92,626
1271,50014.27,transfer,2024-12-13,46,627
1272,2137969.3,card,2024-08-14,35,627
1273,166990.49,crypto,2025-06-05,91,628
1274,93285.58,card,2024-07-20,58,628
1275,4299483.75,transfer,2025-04-01,13,628
1276,261767.27,card,2025-05-21,40,629
1277,335619.82,card,2024-08-03,53,630
1278,4636516.55,transfer,2024-09-17,16,630
1279,82005.86,card,2024-11-01,80,631
1280,81855.4,card,2024-06-24,22,632
1281,178781.4,card,2025-02-07,38,632
1282,1144661.1,transfer,2024-11-07,12,633
1283,276118.3,transfer,2024-11-29,65,634
1284,55828.65,card,2025-01-05,92,634
1285,153678.95,transfer,2025-03-31,73,634
1286,30719.42,transfer,2024-12-01,72,635
